loop,trig_cnt,accel_x_ms2,accel_y_ms2,accel_z_ms2,gyro_x_dps,gyro_y_dps,gyro_z_dps
135,0,-0.05475,0.18588,-9.36636,5.53533,22.09290,-8.94939
136,0,-0.05095,0.14833,-9.33725,4.17411,22.54416,-8.90311
137,0,-0.05934,0.16852,-9.57057,4.51169,19.98744,-7.64586
138,0,-0.13292,0.20144,-9.37815,1.51062,20.20945,-5.46087
139,0,-0.06425,0.19895,-9.49081,2.80329,20.57905,-6.99179
140,0,-0.08517,0.16416,-9.48627,-0.72270,19.72365,-4.86742
141,0,-0.08655,0.17557,-9.54273,-4.23751,19.60693,-5.04026
142,0,-0.09061,0.16432,-9.53395,-0.69786,19.32432,-5.21478
143,0,-0.09332,0.20131,-9.61334,-3.71905,17.01316,-4.54495
144,0,-0.09746,0.10531,-9.67425,-2.87729,17.82970,-3.52060
145,0,-0.11384,0.15146,-9.63210,-2.96785,17.57069,-3.64061
146,0,-0.14745,0.08403,-9.72256,-5.40870,17.28877,-1.07500
147,0,-0.11429,0.16086,-9.75825,-4.95909,13.64191,-2.29857
148,0,-0.13082,0.17367,-9.79301,-8.90430,16.28056,0.68071
149,0,-0.09573,0.13631,-9.70491,-7.36377,13.62882,-0.76416
150,0,-0.12563,0.13765,-9.84302,-12.68064,15.19239,-0.78927
151,0,-0.12066,0.14087,-9.76350,-11.56404,14.63579,-0.48174
152,0,-0.14175,0.15055,-9.89706,-10.92476,11.59128,1.56612
153,0,-0.13734,0.07975,-9.95359,-11.79655,12.71735,2.16905
154,0,-0.12969,0.11118,-9.97172,-13.47815,11.67496,2.58717
155,0,-0.16144,0.12002,-10.03032,-13.52746,10.30048,3.82273
156,0,-0.12796,0.10154,-10.06151,-14.73574,7.97918,4.11783
157,0,-0.13829,0.09140,-10.06412,-16.06879,8.47824,4.40376
158,0,-0.16204,0.08189,-10.21104,-18.02298,7.67109,4.08058
159,0,-0.18840,0.08925,-10.04238,-20.10620,6.53247,6.51229
160,0,-0.13225,0.09484,-10.17571,-18.65176,6.54496,5.83622
161,0,-0.15051,0.10827,-10.12741,-20.09597,7.15510,6.07107
162,0,-0.15716,0.08184,-10.29453,-21.63989,6.25306,7.51726
163,0,-0.15326,0.05636,-10.27437,-24.37268,2.99817,7.53704
164,0,-0.11415,0.07168,-10.35786,-21.45448,3.02818,7.68095
165,0,-0.15339,0.08480,-10.32062,-25.87224,2.64402,8.27813
166,0,-0.15255,0.04707,-10.35471,-28.08318,2.19606,8.22535
167,0,-0.18588,0.05042,-10.31586,-24.28064,-1.69970,8.40550
168,0,-0.12503,0.06172,-10.41245,-27.44922,3.10387,10.39222
169,0,-0.14144,0.02791,-10.41004,-28.29782,-0.11450,9.32102
170,0,-0.14023,0.03111,-10.49260,-28.86168,-0.69510,11.70339
171,0,-0.16238,0.02837,-10.43622,-30.03194,0.38864,13.61288
172,0,-0.14675,0.03170,-10.62158,-29.13337,-1.69784,11.99718
173,0,-0.15939,-0.02398,-10.52263,-31.67280,-4.58875,11.93138
174,0,-0.15625,0.01336,-10.65406,-31.86215,-5.76039,12.00226
175,0,-0.17324,-0.00655,-10.65421,-33.05478,-1.58388,12.45829
176,0,-0.20134,-0.00677,-10.72970,-33.97934,-5.96126,13.03778
177,0,-0.15294,0.00808,-10.70686,-35.66630,-5.96464,12.98313
178,0,-0.21385,-0.00791,-10.83315,-34.36558,-6.68543,14.71636
179,0,-0.18157,0.01895,-10.84061,-37.89433,-5.14137,13.97490
180,0,-0.18246,-0.02292,-10.79113,-38.87085,-6.74131,14.52194
181,0,-0.20081,-0.07951,-10.88760,-39.30538,-8.53305,14.07252
182,0,-0.16927,-0.05994,-10.94592,-38.25277,-7.87759,14.06043
183,0,-0.18709,-0.04764,-11.00349,-38.10899,-9.20462,15.47918
184,0,-0.19336,-0.06078,-11.10243,-40.05745,-11.47082,15.07294
185,0,-0.17575,-0.04515,-11.04240,-37.09286,-12.11356,13.86238
186,0,-0.19719,-0.11494,-11.07889,-40.42923,-10.70266,13.76025
187,0,-0.16137,-0.07717,-11.11701,-40.86116,-11.05554,14.51814
188,0,-0.18359,-0.09093,-11.20812,-41.21645,-11.30632,14.14704
189,0,-0.20157,-0.09706,-11.20623,-40.73529,-13.65952,15.31874
190,0,-0.23240,-0.11307,-11.29344,-42.42644,-13.82490,14.21893
191,0,-0.22109,-0.12238,-11.36087,-41.64849,-16.17589,15.45247
192,0,-0.17460,-0.15386,-11.34509,-42.86186,-15.47543,14.30986
193,0,-0.19872,-0.09707,-11.41482,-42.57909,-16.33336,14.87783
194,0,-0.20472,-0.16062,-11.45224,-46.25124,-17.28354,13.50440
195,0,-0.16753,-0.12931,-11.43080,-48.28340,-18.02408,13.59620
196,0,-0.22735,-0.16160,-11.53191,-43.57336,-18.57878,13.65276
197,0,-0.21469,-0.16872,-11.52970,-47.26974,-18.67154,14.53525
198,0,-0.21367,-0.13604,-11.57734,-45.83395,-20.54839,13.78628
199,0,-0.19372,-0.18547,-11.72862,-45.49082,-20.04899,13.26304
200,0,-0.21990,-0.16668,-11.67737,-48.35597,-21.96009,13.52917
201,0,-0.22005,-0.19997,-11.75628,-46.97719,-19.32763,13.16935
202,0,-0.24100,-0.19393,-11.77517,-46.96116,-22.25194,12.22414
203,0,-0.19539,-0.22150,-11.87680,-46.47177,-22.19976,13.05186
204,0,-0.19490,-0.24196,-11.85341,-48.25098,-23.10010,11.51243
205,0,-0.22155,-0.24384,-11.85587,-51.12054,-21.21185,10.90574
206,0,-0.20971,-0.22125,-11.98906,-47.06772,-25.02039,11.81695
207,0,-0.23974,-0.23588,-11.97776,-50.56398,-27.04212,9.97743
208,0,-0.22418,-0.24585,-12.00939,-50.98481,-26.22883,9.54239
209,0,-0.18799,-0.26435,-12.10508,-51.29142,-25.74397,9.73581
210,0,-0.21359,-0.26340,-12.08814,-49.35165,-26.19085,8.26340
211,0,-0.17080,-0.25748,-12.12896,-51.27276,-29.47335,9.32557
212,0,-0.23339,-0.27893,-12.20808,-51.26302,-26.18006,7.85213
213,0,-0.20662,-0.28576,-12.25723,-49.61571,-28.84495,7.72647
214,0,-0.22265,-0.32501,-12.22869,-49.30519,-29.05936,6.77461
215,0,-0.20787,-0.31641,-12.34013,-48.50875,-28.26192,6.07542
216,0,-0.21971,-0.32456,-12.38406,-49.82090,-28.11553,5.86045
217,0,-0.23109,-0.33517,-12.33578,-48.59509,-29.89330,4.63181
218,0,-0.23745,-0.31919,-12.43608,-49.67026,-30.01839,6.04187
219,0,-0.15893,-0.29440,-12.44788,-51.28668,-31.43904,4.06496
220,0,-0.22187,-0.30991,-12.44800,-51.91280,-32.15507,3.84676
221,0,-0.26065,-0.33210,-12.47150,-50.89229,-31.86137,3.90127
222,0,-0.23319,-0.36847,-12.46204,-49.80169,-28.83774,1.28992
223,0,-0.20648,-0.34251,-12.54287,-47.17213,-31.76534,0.59577
224,0,-0.22976,-0.32740,-12.59688,-51.10671,-30.93961,0.19683
225,0,-0.19219,-0.38719,-12.64369,-49.50108,-32.63418,-0.36808
226,0,-0.19888,-0.38655,-12.70250,-49.61102,-32.73158,-0.53192
227,0,-0.22141,-0.42803,-12.60203,-49.01985,-34.47777,-0.88038
228,0,-0.22715,-0.41117,-12.68321,-48.56232,-32.73483,-3.64127
229,0,-0.23703,-0.34595,-12.66112,-46.91734,-33.72843,-2.35205
230,0,-0.23006,-0.35011,-12.70191,-48.66085,-35.18850,-3.30690
231,0,-0.24454,-0.37708,-12.74148,-46.26592,-32.64661,-3.96417
232,0,-0.18990,-0.38877,-12.85926,-46.07321,-34.25173,-4.31567
233,0,-0.18096,-0.41154,-12.80238,-43.72622,-35.46982,-5.01968
234,0,-0.23658,-0.38691,-12.77205,-46.62108,-35.32431,-6.05136
235,0,-0.23365,-0.41061,-12.73247,-44.25758,-33.79433,-5.65206
236,0,-0.24383,-0.36992,-12.75620,-43.58987,-35.32639,-8.26242
237,0,-0.22606,-0.39256,-12.77003,-43.47177,-37.34200,-7.63782
238,0,-0.26711,-0.39368,-12.81216,-44.21432,-32.66908,-7.28672
239,0,-0.22590,-0.41314,-12.84102,-46.87083,-36.61151,-7.45471
240,0,-0.17507,-0.43080,-12.86424,-44.05639,-34.24382,-10.04472
241,0,-0.20575,-0.39570,-12.79645,-43.85043,-34.21393,-8.63539
242,0,-0.17944,-0.42898,-12.80485,-43.15268,-33.26720,-11.11147
243,0,-0.20387,-0.44841,-12.84332,-43.04949,-35.63641,-9.15678
244,0,-0.15632,-0.39777,-12.79219,-43.33612,-35.45961,-10.45101
245,0,-0.18485,-0.40641,-12.90422,-41.04961,-33.53936,-11.31050
246,0,-0.19365,-0.42299,-12.78813,-37.42341,-33.67128,-10.99650
247,0,-0.13200,-0.41312,-12.84860,-39.79708,-33.56535,-11.96791
248,0,-0.18645,-0.37083,-12.75868,-38.16844,-34.58461,-13.06566
249,0,-0.20116,-0.46860,-12.81345,-35.92801,-34.67840,-13.44754
250,0,-0.16934,-0.42208,-12.78376,-38.13553,-34.42959,-12.82611
251,0,-0.17066,-0.41031,-12.78067,-36.65746,-32.86030,-11.17514
252,0,-0.14493,-0.42312,-12.71424,-37.34992,-35.57693,-12.34247
253,0,-0.18094,-0.43213,-12.64510,-37.34825,-35.59251,-14.63511
254,0,-0.14252,-0.38288,-12.68166,-32.88958,-32.91784,-14.58392
255,0,-0.13754,-0.36467,-12.63158,-36.00062,-33.91986,-15.73231
256,0,-0.16380,-0.38808,-12.57754,-35.15096,-34.50529,-15.63228
257,0,-0.14290,-0.37866,-12.64187,-33.23772,-33.31780,-14.69260
258,0,-0.15838,-0.41550,-12.49280,-33.55294,-32.99688,-15.62359
259,0,-0.09031,-0.40318,-12.46407,-32.96402,-32.12655,-14.92253
260,0,-0.14665,-0.38666,-12.49388,-31.56500,-32.59848,-15.49152
261,0,-0.13685,-0.37287,-12.44535,-27.89950,-32.48796,-16.15925
262,0,-0.14420,-0.39063,-12.46423,-25.77087,-28.89666,-16.79158
263,0,-0.12478,-0.35346,-12.39349,-28.04525,-32.46657,-13.73763
264,0,-0.11283,-0.36812,-12.36226,-24.42224,-34.00690,-14.08346
265,0,-0.09210,-0.35224,-12.21188,-26.16703,-31.89839,-12.68407
266,0,-0.11430,-0.33290,-12.24493,-23.87620,-31.30745,-15.15165
267,0,-0.10033,-0.34662,-12.21923,-25.20379,-30.58795,-13.27055
268,0,-0.11936,-0.37083,-12.13286,-21.15739,-30.50628,-15.12506
269,0,-0.10188,-0.37148,-12.12576,-22.27201,-29.35665,-13.25918
270,0,-0.02443,-0.35260,-12.14291,-20.18833,-29.49047,-14.10927
271,0,-0.05283,-0.33560,-12.00092,-19.67838,-28.84365,-13.74262
272,0,-0.08330,-0.32796,-11.82626,-19.93366,-29.64068,-13.76703
273,0,-0.08835,-0.32837,-11.75994,-16.62807,-28.04523,-14.54774
274,0,-0.07495,-0.30664,-11.79633,-13.68241,-27.94383,-12.25090
275,0,-0.04963,-0.30285,-11.68276,-16.92421,-28.32163,-13.18705
276,0,-0.04219,-0.28590,-11.66394,-11.09067,-27.67597,-12.58020
277,0,-0.05137,-0.29804,-11.66411,-13.27568,-25.23546,-10.48741
278,0,-0.05575,-0.25839,-11.50605,-8.24274,-25.98483,-11.54489
279,0,0.00496,-0.31853,-11.37465,-12.87337,-26.28770,-11.63485
280,0,-0.00787,-0.25750,-11.39401,-11.59025,-26.35642,-10.95789
281,0,-0.01774,-0.25402,-11.40210,-7.90388,-24.96597,-10.87557
282,0,-0.00797,-0.23497,-11.18921,-7.67015,-26.19641,-9.06365
283,0,-0.00740,-0.20230,-11.22213,-9.37767,-23.23708,-9.14935
284,0,-0.04874,-0.21051,-11.16744,-6.05655,-25.29352,-8.69114
285,0,0.01912,-0.21539,-11.05763,-6.31822,-23.89262,-7.38937
286,0,0.00225,-0.21874,-11.00462,-3.55159,-24.30050,-8.98549
287,0,0.01049,-0.18755,-10.83828,-4.47780,-20.48218,-7.62636
288,0,0.02464,-0.19585,-10.73668,-3.60514,-24.60541,-7.99529
289,0,0.05900,-0.19047,-10.79487,-0.77917,-22.97686,-5.04197
290,0,0.02787,-0.14877,-10.65326,-1.52803,-20.20570,-8.47424
291,0,0.02953,-0.15677,-10.50654,0.39538,-19.24057,-5.31916
292,0,0.07794,-0.14420,-10.48303,1.74074,-19.42328,-3.81939
293,0,0.08716,-0.14211,-10.30529,4.19150,-16.96399,-4.25046
294,0,0.05980,-0.14929,-10.28613,2.45068,-16.65580,-3.58168
295,0,0.09712,-0.16338,-10.23333,1.76098,-16.16812,-3.25899
296,0,0.08691,-0.10252,-10.13287,4.63871,-15.38138,-1.68876
297,0,0.10560,-0.08884,-10.01714,7.57739,-15.96533,-2.97080
298,0,0.08116,-0.08789,-9.97318,7.15078,-14.93899,-1.76827
299,0,0.12980,-0.10380,-9.95078,9.51950,-12.46645,0.60000
300,0,0.14392,-0.08162,-9.83701,9.55142,-12.22089,-0.47302
301,0,0.13926,-0.06335,-9.74960,12.22718,-12.27502,1.38100
302,0,0.14429,-0.08093,-9.56120,9.73427,-12.84383,0.84876
303,0,0.06422,-0.04500,-9.59228,13.86404,-10.14994,3.50672
304,0,0.15135,-0.02805,-9.54975,16.02514,-11.17927,0.59381
305,0,0.15202,-0.02236,-9.39443,14.20946,-11.47583,3.65497
306,0,0.15590,-0.03583,-9.32463,17.76632,-9.02761,2.69989
307,0,0.15246,-0.00892,-9.25982,20.04484,-6.09083,3.60915
308,0,0.17232,-0.00651,-9.15670,20.59753,-4.81937,4.86743
309,0,0.18549,-0.00807,-9.11192,20.96356,-7.41322,5.82518
310,0,0.17791,-0.00022,-9.03129,21.13229,-5.81435,6.22175
311,0,0.17975,0.03473,-8.91041,24.50523,-7.38327,5.75692
312,0,0.21934,0.03078,-8.80596,19.42126,-3.68116,6.78202
313,0,0.17824,0.09573,-8.79853,23.93733,-3.25774,7.29192
314,0,0.22643,0.06669,-8.74668,23.38683,-5.39542,6.83906
315,0,0.21471,0.07915,-8.68190,25.37415,-2.90250,8.97423
316,0,0.20031,0.08158,-8.64683,26.32507,-1.58934,8.17745
317,0,0.21569,0.07825,-8.56777,25.72165,-0.75171,10.16223
318,0,0.20803,0.11614,-8.56097,27.23823,-0.96518,9.90792
319,0,0.24474,0.11916,-8.42549,30.62998,0.00135,9.20026
320,0,0.24285,0.12923,-8.37948,28.83636,3.05048,12.37260
321,0,0.22925,0.13381,-8.25818,30.90270,1.17893,10.69618
322,0,0.22269,0.09771,-8.36560,30.09971,3.15440,10.59862
323,0,0.25495,0.15297,-8.13218,29.18114,3.68218,11.17263
324,0,0.27209,0.14486,-8.13799,34.05002,3.10550,12.93618
325,0,0.25452,0.15751,-8.09710,33.52745,3.70874,12.12903
326,0,0.26885,0.18401,-8.08373,33.85389,4.20897,13.96010
327,0,0.25648,0.16609,-8.06505,35.53668,5.88681,14.75050
328,0,0.26869,0.15366,-8.06181,35.47248,8.29790,12.75964
329,0,0.26467,0.19511,-7.92804,36.03685,6.56685,12.99750
330,0,0.27936,0.23395,-7.97942,35.86972,7.15071,15.14273
331,0,0.24608,0.17361,-7.75717,38.71252,8.55216,14.64896
332,0,0.29177,0.21219,-7.80503,38.88259,8.95864,13.28019
333,0,0.27671,0.20437,-7.85940,40.41943,9.56735,14.30906
334,0,0.29072,0.24237,-7.75541,36.92668,12.74849,15.64529
335,0,0.27879,0.22350,-7.77872,40.09170,13.09993,17.12356
336,0,0.29387,0.20303,-7.76798,39.32014,11.27878,14.77929
337,0,0.26767,0.19374,-7.69322,42.26379,14.98718,14.33368
338,0,0.31438,0.26848,-7.74155,42.65515,15.77019,15.14471
339,0,0.25781,0.24410,-7.62720,41.28436,12.55550,14.74312
340,0,0.27218,0.23435,-7.56931,44.30639,16.17736,13.89590
341,0,0.29857,0.25022,-7.57941,44.15772,16.12985,15.17546
342,0,0.32382,0.25821,-7.63337,44.12927,16.90018,14.74828
343,0,0.30063,0.24630,-7.60707,43.28329,16.30546,15.98279
344,0,0.29042,0.26192,-7.56473,44.86104,15.89739,15.75230
345,0,0.26700,0.28465,-7.53827,45.76846,18.01158,14.39349
346,0,0.29160,0.24864,-7.51327,46.01744,20.11398,14.97307
347,0,0.29476,0.29874,-7.50654,45.73698,17.81230,13.24892
348,0,0.32852,0.26765,-7.54900,49.73670,20.48886,12.10472
349,0,0.30650,0.28825,-7.54484,45.83058,20.80589,13.83364
350,0,0.26265,0.31574,-7.48771,46.83479,18.86911,13.76868
351,0,0.33275,0.26833,-7.58131,48.19609,22.75586,14.91384
352,0,0.28312,0.29049,-7.56140,49.20292,21.06182,10.45606
353,0,0.27204,0.30223,-7.59228,49.37646,20.14093,12.06250
354,0,0.31757,0.31394,-7.60744,49.80760,25.08582,13.37913
355,0,0.28534,0.28106,-7.56038,49.01941,24.06919,10.02104
356,0,0.27707,0.32798,-7.57282,45.64024,26.61919,11.18604
357,0,0.28671,0.26176,-7.62905,48.10889,23.76597,10.01336
358,0,0.29698,0.30659,-7.53233,49.66975,24.63659,9.14684
359,0,0.29753,0.28160,-7.62138,48.08604,24.63799,9.09872
360,0,0.24758,0.30085,-7.63832,49.76237,24.70399,9.21262
361,0,0.31231,0.32084,-7.64897,53.07092,27.14869,9.68159
362,0,0.28838,0.30053,-7.67954,49.41231,26.93337,7.14391
363,0,0.25881,0.32669,-7.67985,48.85001,28.96874,8.55563
364,0,0.24683,0.31071,-7.63027,50.28404,28.61462,6.65865
365,0,0.24048,0.31996,-7.62666,50.22748,29.93043,6.42966
366,0,0.25884,0.31763,-7.65135,49.73826,30.98912,5.32473
367,0,0.23979,0.26480,-7.69302,48.60926,30.31782,4.93025
368,0,0.23371,0.33970,-7.73151,49.76793,30.64366,3.34017
369,0,0.26135,0.27640,-7.75624,49.62353,30.25621,5.37063
370,0,0.24841,0.31099,-7.75168,51.39206,30.13343,3.48814
371,0,0.22910,0.31265,-7.80164,46.41547,30.05265,2.65788
372,0,0.24744,0.27232,-7.80759,46.50502,32.45765,1.72493
373,0,0.25575,0.29986,-7.86412,51.42868,33.08884,0.74785
